UNIDAD;NEGOCIO;LINEA/PROCESO;Periodo Admon;FUENTE INFORMACIÓN;Suma de VALOR ANTES IVA
SALUD;PRESTACION SALUD;CIRUGIA;2022/05;Ejecutado;8694133,948
SALUD;PRESTACION SALUD;CIRUGIA;2022/06;Ejecutado;23829851,54
SALUD;PRESTACION SALUD;CIRUGIA;2022/07;Ejecutado;11097406,61
SALUD;PRESTACION SALUD;CIRUGIA;2022/08;Ejecutado;11008498,3
SALUD;PRESTACION SALUD;CIRUGIA;2022/09;Ejecutado;29176788,17
SALUD;PRESTACION SALUD;CIRUGIA;2022/10;Ejecutado;8126567,433
SALUD;PRESTACION SALUD;CIRUGIA;2022/11;Ejecutado;6939847
SALUD;PRESTACION SALUD;CIRUGIA;2022/12;Ejecutado;17316152
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/01;Ejecutado;143265,5098
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/02;Ejecutado;115459,2196
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/03;Ejecutado;102442,1378
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/04;Ejecutado;158784,4386
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/05;Ejecutado;261474,0254
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/06;Ejecutado;1488412,507
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/07;Ejecutado;839966,2062
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/08;Ejecutado;224582,2652
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/09;Ejecutado;1184024,247
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/10;Ejecutado;305235,9552
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/11;Ejecutado;133807
SALUD;PRESTACION SALUD;CPAP - BPAP;2022/12;Ejecutado;204843
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/01;Ejecutado;2628996,501
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/02;Ejecutado;1667888,874
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/03;Ejecutado;3867528,978
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/04;Ejecutado;2206860,325
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/05;Ejecutado;1376778,27
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/06;Ejecutado;7287914,888
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/07;Ejecutado;3742388,413
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/08;Ejecutado;4939661,041
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/09;Ejecutado;7182005,5
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/10;Ejecutado;3132383,405
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/11;Ejecutado;3182289
SALUD;PRESTACION SALUD;ESTERILIZACION;2022/12;Ejecutado;9171695
SALUD;PRESTACION SALUD;INMUNIZACION;2022/01;Ejecutado;6381087,109
SALUD;PRESTACION SALUD;INMUNIZACION;2022/02;Ejecutado;6362755,139
SALUD;PRESTACION SALUD;INMUNIZACION;2022/03;Ejecutado;6567414,444
SALUD;PRESTACION SALUD;INMUNIZACION;2022/04;Ejecutado;2711875,405
SALUD;PRESTACION SALUD;INMUNIZACION;2022/05;Ejecutado;6808200,27
SALUD;PRESTACION SALUD;INMUNIZACION;2022/06;Ejecutado;12467444,5
SALUD;PRESTACION SALUD;INMUNIZACION;2022/07;Ejecutado;5022468,667
SALUD;PRESTACION SALUD;INMUNIZACION;2022/08;Ejecutado;6359634,447
SALUD;PRESTACION SALUD;INMUNIZACION;2022/09;Ejecutado;8931171,045
SALUD;PRESTACION SALUD;INMUNIZACION;2022/10;Ejecutado;3669269,429
SALUD;PRESTACION SALUD;INMUNIZACION;2022/11;Ejecutado;3299106
SALUD;PRESTACION SALUD;INMUNIZACION;2022/12;Ejecutado;16489180
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/01;Ejecutado;21929336,51
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/02;Ejecutado;21635554,54
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/03;Ejecutado;22610341,8
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/04;Ejecutado;22626045,63
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/05;Ejecutado;27929029,75
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/06;Ejecutado;63565042,78
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/07;Ejecutado;25440968,68
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/08;Ejecutado;35866425,24
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/09;Ejecutado;100375819,4
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/10;Ejecutado;27731940,67
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/11;Ejecutado;25886953
SALUD;PRESTACION SALUD;LABORATORIO CLINICO;2022/12;Ejecutado;40152587
SALUD;PRESTACION SALUD;OTROS IPS;2022/01;Ejecutado;1427,81066
SALUD;PRESTACION SALUD;OTROS IPS;2022/02;Ejecutado;-1374,038471
SALUD;PRESTACION SALUD;OTROS IPS;2022/03;Ejecutado;3008,569189
SALUD;PRESTACION SALUD;OTROS IPS;2022/04;Ejecutado;1207,12604
SALUD;PRESTACION SALUD;OTROS IPS;2022/05;Ejecutado;1437,18484
SALUD;PRESTACION SALUD;OTROS IPS;2022/06;Ejecutado;755,9541801
SALUD;PRESTACION SALUD;OTROS IPS;2022/07;Ejecutado;927,2788383
SALUD;PRESTACION SALUD;OTROS IPS;2022/08;Ejecutado;834,0580094
SALUD;PRESTACION SALUD;OTROS IPS;2022/09;Ejecutado;1191,382727
SALUD;PRESTACION SALUD;OTROS IPS;2022/10;Ejecutado;762,9416749
SALUD;PRESTACION SALUD;OTROS IPS;2022/11;Ejecutado;972
SALUD;PRESTACION SALUD;OTROS IPS;2022/12;Ejecutado;756
SALUD;PRESTACION SALUD;PATOLOGIA;2022/01;Ejecutado;2508139,758
SALUD;PRESTACION SALUD;PATOLOGIA;2022/02;Ejecutado;2030285,927
SALUD;PRESTACION SALUD;PATOLOGIA;2022/03;Ejecutado;3433473,611
SALUD;PRESTACION SALUD;PATOLOGIA;2022/04;Ejecutado;2296403,601
SALUD;PRESTACION SALUD;PATOLOGIA;2022/05;Ejecutado;3769998,45
SALUD;PRESTACION SALUD;PATOLOGIA;2022/06;Ejecutado;9379752,107
SALUD;PRESTACION SALUD;PATOLOGIA;2022/07;Ejecutado;2904207,215
SALUD;PRESTACION SALUD;PATOLOGIA;2022/08;Ejecutado;3185471,508
SALUD;PRESTACION SALUD;PATOLOGIA;2022/09;Ejecutado;17518330,54
SALUD;PRESTACION SALUD;PATOLOGIA;2022/10;Ejecutado;4494912,819
SALUD;PRESTACION SALUD;PATOLOGIA;2022/11;Ejecutado;2541463
SALUD;PRESTACION SALUD;PATOLOGIA;2022/12;Ejecutado;10250607
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/01;Ejecutado;3620356,387
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/02;Ejecutado;6137328,414
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/03;Ejecutado;6145220,933
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/04;Ejecutado;3871495,486
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/05;Ejecutado;4711572,147
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/06;Ejecutado;11760478,02
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/07;Ejecutado;5678724,944
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/08;Ejecutado;5107562,974
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/09;Ejecutado;12134284,5
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/10;Ejecutado;5152841,692
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/11;Ejecutado;3810820
SALUD;PRESTACION SALUD;SALUD EMPRESARIAL Y OCUPACIONAL;2022/12;Ejecutado;8238805
SALUD;PRESTACION SALUD;SALUD ORAL;2022/01;Ejecutado;42820639,91
SALUD;PRESTACION SALUD;SALUD ORAL;2022/02;Ejecutado;41074108,48
SALUD;PRESTACION SALUD;SALUD ORAL;2022/03;Ejecutado;54276475,34
SALUD;PRESTACION SALUD;SALUD ORAL;2022/04;Ejecutado;57519608,1
SALUD;PRESTACION SALUD;SALUD ORAL;2022/05;Ejecutado;60692613,89
SALUD;PRESTACION SALUD;SALUD ORAL;2022/06;Ejecutado;89785506,73
SALUD;PRESTACION SALUD;SALUD ORAL;2022/07;Ejecutado;51999158,36
SALUD;PRESTACION SALUD;SALUD ORAL;2022/08;Ejecutado;76610464,03
SALUD;PRESTACION SALUD;SALUD ORAL;2022/09;Ejecutado;116649630,7
SALUD;PRESTACION SALUD;SALUD ORAL;2022/10;Ejecutado;59092225,52
SALUD;PRESTACION SALUD;SALUD ORAL;2022/11;Ejecutado;56379458
SALUD;PRESTACION SALUD;SALUD ORAL;2022/12;Ejecutado;100508723
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/01;Ejecutado;126618815,4
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/02;Ejecutado;119174181,7
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/03;Ejecutado;154163936,5
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/04;Ejecutado;118670013,4
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/05;Ejecutado;142474794,7
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/06;Ejecutado;246225755,2
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/07;Ejecutado;135773891,1
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/08;Ejecutado;231771508
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/09;Ejecutado;418874374,8
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/10;Ejecutado;134826959,2
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/11;Ejecutado;130566856
SALUD;PRESTACION SALUD;SERVICIOS AMBULATORIOS MEDICOS - SAM;2022/12;Ejecutado;277207146
SALUD;PRESTACION SALUD;SUMINISTROS;2022/01;Ejecutado;292414,8024
SALUD;PRESTACION SALUD;SUMINISTROS;2022/02;Ejecutado;295259,2368
SALUD;PRESTACION SALUD;SUMINISTROS;2022/03;Ejecutado;241015,4284
SALUD;PRESTACION SALUD;SUMINISTROS;2022/04;Ejecutado;498043,888
SALUD;PRESTACION SALUD;SUMINISTROS;2022/05;Ejecutado;372109,1505
SALUD;PRESTACION SALUD;SUMINISTROS;2022/06;Ejecutado;594959,2915
SALUD;PRESTACION SALUD;SUMINISTROS;2022/07;Ejecutado;384618,9212
SALUD;PRESTACION SALUD;SUMINISTROS;2022/08;Ejecutado;379944,1024
SALUD;PRESTACION SALUD;SUMINISTROS;2022/09;Ejecutado;1024141,419
SALUD;PRESTACION SALUD;SUMINISTROS;2022/10;Ejecutado;396298,7134
SALUD;PRESTACION SALUD;SUMINISTROS;2022/11;Ejecutado;397643
SALUD;PRESTACION SALUD;SUMINISTROS;2022/12;Ejecutado;465174
